Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Year,Profit,ROI,Decade
1811,1998-06-02,The Replacement Killers,30000000,19035741,19035741,1998,-10964259,-36.54753,1990
2427,1998-06-03,Twilight,20000000,15055091,15055091,1998,-4944909,-24.724545,1990
2866,1998-06-03,The Big Lebowski,15000000,46189568,17498804,1998,31189568,207.93045333333336,1990
4160,1998-06-03,Love and Death on Long Island,4030000,2542264,2542264,1998,-1487736,-36.91652605459057,1990
666,1998-06-11,The Siege,70000000,116625798,40934175,1998,46625798,66.60828285714285,1990
2075,1998-06-11,Elizabeth,25000000,82150642,30082699,1998,57150642,228.602568,1990
2197,1998-06-11,The Waterboy,23000000,190191646,161491646,1998,167191646,726.9202,1990
3545,1998-06-11,Velvet Goldmine,9000000,4313644,1053788,1998,-4686356,-52.07062222222222,1990
4280,1998-06-11,Gods and Monsters,3500000,6451628,6451628,1998,2951628,84.33222857142857,1990
404,1998-06-19,Mulan,90000000,303500000,120620254,1998,213500000,237.22222222222223,1990
704,1998-06-19,The X Files: Fight the Future,66000000,189176423,83898313,1998,123176423,186.63094393939394,1990
5019,1998-06-19,Hav Plenty,650000,2301777,2301777,1998,1651777,254.11953846153844,1990
633,1998-06-26,Doctor Dolittle,71500000,294156605,144156605,1998,222656605,311.40783916083916,1990
1138,1998-06-26,Out of Sight,48000000,77562568,37562568,1998,29562568,61.588683333333336,1990
4561,1998-06-26,Smoke Signals,2000000,7756617,6719300,1998,5756617,287.83085,1990
4721,1998-06-26,Buffalo '66,1500000,2380606,2380606,1998,880606,58.70706666666666,1990
620,1998-07-08,Snake Eyes,73000000,103891409,55591409,1998,30891409,42.316998630136986,1990
4910,1998-07-08,Safe Men,1000000,21210,21210,1998,-978790,-97.879,1990
5171,1998-07-08,"First Love, Last Rites",300000,10876,10876,1998,-289124,-96.37466666666667,1990
2232,1998-07-15,There's Something About Mary,22000000,360099999,176484651,1998,338099999,1536.8181772727273,1990
721,1998-07-17,The Mask of Zorro,65000000,233700000,93828745,1998,168700000,259.53846153846155,1990
967,1998-07-22,Lolita,55000000,1147784,1147784,1998,-53852216,-97.91311999999999,1990
706,1998-07-24,Saving Private Ryan,65000000,485035085,216335085,1998,420035085,646.2078230769231,1990
2865,1998-07-24,Disturbing Behavior,15000000,19014238,17507368,1998,4014238,26.761586666666666,1990
3361,1998-07-24,Jane Austen's Mafia,10000000,30143795,19843795,1998,20143795,201.43795,1990
1058,1998-07-29,The Negotiator,50000000,49105766,44705766,1998,-894234,-1.788468,1990
1973,1998-07-31,Ever After: A Cinderella Story,26000000,65705772,65705772,1998,39705772,152.7145076923077,1990
3982,1998-08-04,The Players Club,5000000,23047939,23047939,1998,18047939,360.95878,1990
495,1998-08-05,Deep Impact,80000000,349464664,140464664,1998,269464664,336.83083,1990
3070,1998-08-05,Woo,13000000,8064972,8064972,1998,-4935028,-37.96175384615385,1990
862,1998-08-14,The Avengers,60000000,48585416,23385416,1998,-11414584,-19.024306666666664,1990
2356,1998-08-14,How Stella Got Her Groove Back,20000000,37672944,37672944,1998,17672944,88.36471999999999,1990
3451,1998-08-14,La femme de chambre du Titanic,10000000,244465,244465,1998,-9755535,-97.55534999999999,1990
4031,1998-08-14,Slums of Beverly Hills,5000000,5502773,5502773,1998,502773,10.05546,1990
1177,1998-08-21,Blade,45000000,131237688,70141876,1998,86237688,191.63930666666667,1990
2987,1998-08-21,Dead Man on Campus,14000000,15064948,15064948,1998,1064948,7.606771428571428,1990
4865,1998-08-21,"Next Stop, Wonderland",1000000,3465703,3395581,1998,2465703,246.5703,1990
3064,1998-08-28,54,13000000,16757163,16757163,1998,3757163,28.901253846153846,1990
5195,1998-08-28,I Married a Strange Person,250000,203134,203134,1998,-46866,-18.746399999999998,1990
2549,1998-09-01,Firestorm,19000000,8123860,8123860,1998,-10876140,-57.24284210526316,1990
871,1998-09-10,Holy Man,60000000,12069719,12069719,1998,-47930281,-79.88380166666667,1990
4769,1998-09-10,Festen,1300000,1647780,1647780,1998,347780,26.752307692307692,1990
4878,1998-09-10,Slam,1000000,1087521,1009819,1998,87521,8.7521,1990
5300,1998-09-10,The Mighty,100000,6121582,2652246,1998,6021582,6021.582,1990
1514,1998-09-18,Rush Hour,35000000,245300000,141186864,1998,210300000,600.8571428571429,1990
1802,1998-09-18,One True Thing,30000000,26708196,23337196,1998,-3291804,-10.97268,1990
4598,1998-09-18,Six-String Samurai,2000000,134624,134624,1998,-1865376,-93.2688,1990
944,1998-09-25,Ronin,55000000,70692101,41610884,1998,15692101,28.53109272727273,1990
2970,1998-09-25,Urban Legend,14000000,72571864,38116707,1998,58571864,418.37045714285716,1990
3643,1998-09-25,Clay Pigeons,8000000,2256606,1793359,1998,-5743394,-71.79242500000001,1990
4909,1998-09-25,The Last Big Thing,1000000,22434,22434,1998,-977566,-97.7566,1990
925,1998-10-04,City of Angels,55000000,198750909,78750909,1998,143750909,261.36528909090913,1990
186,1998-10-07,Lethal Weapon 4,140000000,285400000,130444603,1998,145400000,103.85714285714285,1990
1329,1998-10-07,Small Soldiers,40000000,71743823,55143823,1998,31743823,79.3595575,1990
5320,1998-10-07,Pi,68000,4678513,3221152,1998,4610513,6780.166176470589,1990
832,1998-10-16,Practical Magic,60000000,68336997,46850558,1998,8336997,13.894994999999998,1990
985,1998-10-16,Beloved,53000000,22852487,22852487,1998,-30147513,-56.8821,1990
2070,1998-10-16,Bride of Chucky,25000000,50692188,32404188,1998,25692188,102.76875199999999,1990
4389,1998-10-16,Happiness,3000000,5746453,2746453,1998,2746453,91.54843333333334,1990
612,1998-10-23,Soldier,75000000,14623082,14623082,1998,-60376918,-80.50255733333333,1990
4884,1998-10-23,Orgazmo,1000000,627287,582024,1998,-372713,-37.271300000000004,1990
2402,1998-10-30,Vampires,20000000,20268825,20268825,1998,268825,1.344125,1990
3175,1998-10-30,Living Out Loud,12000000,12905901,12905901,1998,905901,7.549175,1990
3404,1998-10-30,American History X,10000000,6719864,6719864,1998,-3280136,-32.80136,1990
2149,1998-11-09,Without Limits,25000000,780326,780326,1998,-24219674,-96.87869599999999,1990
2412,1998-11-09,Simon Birch,20000000,18310591,18253415,1998,-1689409,-8.447045000000001,1990
3158,1998-11-09,Rounders,12000000,22921898,22921898,1998,10921898,91.01581666666667,1990
5162,1998-11-09,Let's Talk About Sex,300000,373615,373615,1998,73615,24.538333333333334,1990
5193,1998-11-09,Cube,250000,8969065,489220,1998,8719065,3487.626,1990
656,1998-11-12,Star Trek: Insurrection,70000000,117800000,70187658,1998,47800000,68.28571428571428,1990
1072,1998-11-12,Jack Frost,50000000,34645374,34645374,1998,-15354626,-30.709252,1990
1969,1998-11-12,Shakespeare in Love,26000000,279500000,100317794,1998,253500000,975.0,1990
2693,1998-11-12,A Simple Plan,17000000,16316273,16316273,1998,-683727,-4.021923529411764,1990
3367,1998-11-12,Rushmore,10000000,19080435,17105219,1998,9080435,90.80435,1990
467,1998-11-13,Meet Joe Black,85000000,44650003,44650003,1998,-40349997,-47.47058470588235,1990
2174,1998-11-13,I Still Know What You Did Last Summer,24000000,40020622,40020622,1998,16020622,66.75259166666667,1990
453,1998-11-20,Enemy of the State,85000000,250649836,111549836,1998,165649836,194.88216,1990
1160,1998-11-20,A Bug's Life,45000000,363095319,162798565,1998,318095319,706.8784866666666,1990
1884,1998-11-20,The Rugrats Movie,28000000,140894685,100494685,1998,112894685,403.19530357142855,1990
3191,1998-11-20,Celebrity,12000000,6200000,5078660,1998,-5800000,-48.333333333333336,1990
4339,1998-11-20,Waking Ned Devine,3000000,55193251,24793251,1998,52193251,1739.7750333333333,1990
4435,1998-11-20,Central do Brasil,2900000,17006158,5969553,1998,14106158,486.4192413793104,1990
549,1998-11-25,Babe: Pig in the City,80000000,69131860,18319860,1998,-10868140,-13.585175,1990
2887,1998-11-25,Home Fries,15000000,10513979,10513979,1998,-4486021,-29.906806666666668,1990
3389,1998-11-25,Very Bad Things,10000000,21094974,9949470,1998,11094974,110.94973999999999,1990
521,1998-12-06,"Six Days, Seven Nights",80000000,164800000,74339294,1998,84800000,106.0,1990
3069,1998-12-06,Dirty Work,13000000,10020081,10020081,1998,-2979919,-22.922453846153847,1990
3351,1998-12-06,Can't Hardly Wait,10000000,25358996,25358996,1998,15358996,153.58996,1990
3654,1998-12-06,The Land Girls,8000000,146083,146083,1998,-7853917,-98.1739625,1990
715,1998-12-18,You've Got Mail,65000000,250800000,115821495,1998,185800000,285.84615384615387,1990
788,1998-12-18,The Prince of Egypt,60000000,218613188,101413188,1998,158613188,264.35531333333336,1990
993,1998-12-23,The Thin Red Line,52000000,97709034,36400491,1998,45709034,87.90198846153847,1990
531,1998-12-25,Mighty Joe Young,80000000,50632037,50632037,1998,-29367963,-36.709953750000004,1990
818,1998-12-25,A Civil Action,60000000,56709981,56709981,1998,-3290019,-5.483365,1990
1009,1998-12-25,Patch Adams,50000000,202173000,135014968,1998,152173000,304.346,1990
1020,1998-12-25,Stepmom,50000000,159745279,91137662,1998,109745279,219.490558,1990
2823,1998-12-25,The Faculty,15000000,40283321,40283321,1998,25283321,168.55547333333334,1990
3450,1998-12-25,The Swindle,10000000,5045359,245359,1998,-4954641,-49.54641,1990
1638,1999-01-09,Chill Factor,34000000,11263966,11263966,1999,-22736034,-66.87068823529412,1990
3745,1999-01-09,Outside Providence,7000000,7824358,7309628,1999,824358,11.776542857142857,1990
1131,1999-01-10,Three Kings,48000000,107752036,60652036,1999,59752036,124.48340833333333,1990
1921,1999-01-10,"Mystery, Alaska",28000000,8891623,8891623,1999,-19108377,-68.24420357142857,1990
2696,1999-01-10,The Adventures of Elmo in Grouchland,17000000,11634458,11634458,1999,-5365542,-31.562011764705883,1990
3619,1999-01-10,Drive Me Crazy,8000000,22591451,17843379,1999,14591451,182.3931375,1990
4689,1999-01-10,"Happy, Texas",1700000,2891228,2039192,1999,1191228,70.07223529411765,1990
613,1999-01-15,Virus,75000000,30626690,14010690,1999,-44373310,-59.16441333333333,1990
1388,1999-01-15,At First Sight,40000000,22365133,22365133,1999,-17634867,-44.0871675,1990
1830,1999-01-15,In Dreams,30000000,12017369,12017369,1999,-17982631,-59.94210333333333,1990
2729,1999-01-15,Varsity Blues,16000000,54294169,52894169,1999,38294169,239.33855624999998,1990
4702,1999-01-15,Mississippi Mermaid,1600000,2627795,27795,1999,1027795,64.2371875,1990
1842,1999-01-22,Gloria,30000000,4967493,4167493,1999,-25032507,-83.44169000000001,1990
5259,1999-01-22,Bacheha-Ye aseman,180000,1628579,933933,1999,1448579,804.7661111111111,1990
3310,1999-01-29,She's All That,10000000,63465522,63465522,1999,53465522,534.65522,1990
1376,1999-02-04,The Out-of-Towners,40000000,28544120,28544120,1999,-11455880,-28.6397,1990
5387,1999-02-04,Following,6000,240495,48482,1999,234495,3908.2500000000005,1990
2258,1999-02-07,Summer of Sam,22000000,19288130,19288130,1999,-2711870,-12.326681818181818,1990
5033,1999-02-07,Broken Vessels,600000,85343,15030,1999,-514657,-85.77616666666667,1990
3385,1999-02-19,Office Space,10000000,12179708,10827813,1999,2179708,21.797079999999998,1990
4385,1999-02-19,Jawbreaker,3000000,3076820,3076820,1999,76820,2.5606666666666666,1990
1360,1999-02-26,8MM,40000000,96398826,36443442,1999,56398826,140.997065,1990
3861,1999-02-26,200 Cigarettes,6000000,6852450,6852450,1999,852450,14.207500000000001,1990
5322,1999-02-26,20 Dates,66000,602920,541636,1999,536920,813.5151515151515,1990
2218,1999-03-12,The End of the Affair,23000000,10660147,10660147,1999,-12339853,-53.6515347826087,1990
3202,1999-03-19,Ravenous,12000000,2062406,2062406,1999,-9937594,-82.81328333333333,1990
4919,1999-03-19,Sparkler,1000000,5494,5494,1999,-994506,-99.4506,1990
864,1999-03-26,EDtv,60000000,35319689,22508689,1999,-24680311,-41.133851666666665,1990
3001,1999-03-26,A Walk on the Moon,14000000,4741987,4741987,1999,-9258013,-66.1286642857143,1990
3990,1999-03-26,Doug's 1st Movie,5000000,19421271,19421271,1999,14421271,288.42542,1990
4226,1999-03-26,Among Giants,4000000,64359,64359,1999,-3935641,-98.391025,1990
711,1999-03-31,The Matrix,65000000,463517383,171479930,1999,398517383,613.1036661538461,1990
3048,1999-03-31,Ten Things I Hate About You,13000000,60414025,38177966,1999,47414025,364.72326923076923,1990
950,1999-04-06,Instinct,55000000,34105207,34105207,1999,-20894793,-37.99053272727273,1990
3589,1999-04-06,Limbo,8300000,2598224,2160710,1999,-5701776,-68.69609638554218,1990
4065,1999-04-06,Desert Blue,5000000,99147,99147,1999,-4900853,-98.01706,1990
1091,1999-04-08,The Iron Giant,50000000,31333917,23159305,1999,-18666083,-37.332166,1990
3072,1999-04-08,Dick,13000000,6276869,6276869,1999,-6723131,-51.7163923076923,1990
4409,1999-04-08,The Gambler,3000000,101773,51773,1999,-2898227,-96.60756666666667,1990
595,1999-04-16,Life,75000000,73521587,64062587,1999,-1478413,-1.9712173333333332,1990
1653,1999-04-23,Pushing Tin,33000000,8408835,8408835,1999,-24591165,-74.51868181818182,1990
2303,1999-04-23,eXistenZ,20700000,2840417,2840417,1999,-17859583,-86.27817874396135,1990
2997,1999-04-23,Lost and Found,14000000,6552255,6552255,1999,-7447745,-53.19817857142857,1990
3577,1999-04-23,Election,8500000,17202854,14943582,1999,8702854,102.38651764705881,1990
703,1999-04-30,Entrapment,66000000,211700000,87707396,1999,145700000,220.75757575757575,1990
2913,1999-04-30,Idle Hands,15000000,4023741,4023741,1999,-10976259,-73.17506,1990
4585,1999-04-30,Get Real,2000000,1152411,1152411,1999,-847589,-42.37945,1990
1025,1999-05-02,Payback,50000000,161626121,81526121,1999,111626121,223.252242,1990
3870,1999-05-02,Simply Irresistible,6000000,4398989,4398989,1999,-1601011,-26.68351666666667,1990
1719,1999-05-03,Analyze This,30000000,176885658,106885658,1999,146885658,489.61886000000004,1990
3253,1999-05-03,Cruel Intentions,11000000,75803716,38230075,1999,64803716,589.1246909090909,1990
4766,1999-05-03,"Lock, Stock and Two Smoking Barrels",1350000,28356188,3897569,1999,27006188,2000.4583703703706,1990
697,1999-05-11,The Insider,68000000,60265197,28965197,1999,-7734803,-11.374710294117648,1990
1130,1999-05-11,The Bone Collector,48000000,151463090,66488090,1999,103463090,215.54810416666666,1990
2295,1999-05-11,The Bachelor,21000000,36882378,21731001,1999,15882378,75.63037142857144,1990
2988,1999-05-14,Tea with Mussolini,14000000,14395874,14395874,1999,395874,2.8276714285714286,1990
272,1999-05-19,Star Wars Ep. I: The Phantom Menace,115000000,1027044677,474544677,1999,912044677,793.082327826087,1990
2900,1999-05-21,The Love Letter,15000000,8322608,8322608,1999,-6677392,-44.515946666666665,1990
5143,1999-05-21,Trekkies,375000,617172,617172,1999,242172,64.5792,1990
1248,1999-05-28,Notting Hill,42000000,363728226,116089678,1999,321728226,766.0195857142857,1990
2757,1999-05-28,The Thirteenth Floor,16000000,11810854,11810854,1999,-4189146,-26.1821625,1990
4212,1999-05-28,The Loss of Sexual Innocence,4000000,399793,399793,1999,-3600207,-90.00517500000001,1990
696,1999-06-08,Mystery Men,68000000,33462011,29762011,1999,-34537989,-50.791160294117645,1990
1129,1999-06-08,The Thomas Crown Affair,48000000,124304264,69304264,1999,76304264,158.96721666666667,1990
1276,1999-06-08,The Sixth Sense,40000000,672806292,293506292,1999,632806292,1582.01573,1990
3443,1999-06-08,Illuminata,10000000,836641,836641,1999,-9163359,-91.63359,1990
175,1999-06-16,Tarzan,145000000,448191819,171091819,1999,303191819,209.09780620689654,1990
787,1999-06-18,The General's Daughter,60000000,149705852,102705852,1999,89705852,149.50975333333335,1990
3291,1999-06-18,An Ideal Husband,10700000,31341183,18542974,1999,20641183,192.90825233644858,1990
4680,1999-06-18,Lola rennt,1750000,22879194,7267324,1999,21129194,1207.3825142857143,1990
1707,1999-06-25,Big Daddy,30000000,228641283,163479795,1999,198641283,662.13761,1990
90,1999-06-30,Wild Wild West,175000000,221229335,113805681,1999,46229335,26.416762857142857,1990
2285,1999-06-30,"South Park: Bigger, Longer & Uncut",21000000,52037603,52037603,1999,31037603,147.79810952380953,1990
492,1999-07-05,The Mummy,80000000,416385488,155385488,1999,336385488,420.48186000000004,1990
2185,1999-07-14,Muppets From Space,24000000,16304786,16304786,1999,-7695214,-32.06339166666667,1990
731,1999-07-16,Eyes Wide Shut,65000000,104267443,55691208,1999,39267443,60.41145076923077,1990
1947,1999-07-16,Lake Placid,27000000,31770413,31770413,1999,4770413,17.668196296296294,1990
3841,1999-07-16,The Wood,6000000,25059640,25059640,1999,19059640,317.66066666666666,1990
4227,1999-07-16,The Velocity of Gary,4000000,34145,34145,1999,-3965855,-99.14637499999999,1990
514,1999-07-23,The Haunting,80000000,180188905,91188905,1999,100188905,125.23613125,1990
588,1999-07-23,Inspector Gadget,75000000,97387965,97387965,1999,22387965,29.85062,1990
3386,1999-07-23,Drop Dead Gorgeous,10000000,10571408,10571408,1999,571408,5.71408,1990
807,1999-07-28,Deep Blue Sea,60000000,165048228,73648228,1999,105048228,175.08038,1990
639,1999-07-30,Runaway Bride,70000000,310138178,152257509,1999,240138178,343.05454000000003,1990
5062,1999-07-30,Twin Falls Idaho,500000,1027228,985341,1999,527228,105.44560000000001,1990
5204,1999-08-01,Sticky Fingers of Time,250000,20628,18195,1999,-229372,-91.7488,1990
756,1999-08-10,Random Hearts,64000000,63200000,31054924,1999,-800000,-1.25,1990
2975,1999-08-10,Superstar,14000000,30628981,30628981,1999,16628981,118.77843571428572,1990
3420,1999-08-10,The Limey,10000000,6030047,3193102,1999,-3969953,-39.69953,1990
4553,1999-08-10,Boys Don't Cry,2000000,20741000,11540607,1999,18741000,937.05,1990
5014,1999-08-10,Naturally Native,700000,10508,10508,1999,-689492,-98.49885714285715,1990
1688,1999-08-12,Cradle Will Rock,32000000,2899970,2899970,1999,-29100030,-90.93759375,1990
931,1999-08-13,Bowfinger,55000000,98699769,66458769,1999,43699769,79.45412545454545,1990
2127,1999-08-13,Brokedown Palace,25000000,11115766,10115014,1999,-13884234,-55.536936000000004,1990
2764,1999-08-13,Detroit Rock City,16000000,5825314,4217115,1999,-10174686,-63.591787499999995,1990
1363,1999-08-20,Mickey Blue Eyes,40000000,53864342,33864342,1999,13864342,34.660855,1990
1410,1999-08-20,Universal Soldier II: The Return,40000000,10717421,10447421,1999,-29282579,-73.20644750000001,1990
3735,1999-08-25,In Too Deep,7000000,15471229,14026509,1999,8471229,121.01755714285713,1990
252,1999-08-27,The 13th Warrior,125000000,61698899,32698899,1999,-63301101,-50.6408808,1990
1639,1999-08-27,The Astronaut's Wife,34000000,10672566,10672566,1999,-23327434,-68.6101,1990
2268,1999-08-27,Dudley Do-Right,22000000,9818792,9818792,1999,-12181208,-55.36912727272727,1990
2884,1999-08-27,The Muse,15000000,11614954,11614954,1999,-3385046,-22.566973333333333,1990
3755,1999-08-27,A Dog of Flanders,7000000,2165637,2165637,1999,-4834363,-69.06232857142857,1990
3912,1999-08-27,Stiff Upper Lips,5700000,69582,69582,1999,-5630418,-98.77926315789473,1990
3807,1999-09-04,Go!,6500000,28383441,16875273,1999,21883441,336.6683230769231,1990
4694,1999-09-04,Foolish,1600000,6026908,6026908,1999,4426908,276.68175,1990
2281,1999-09-07,Arlington Road,21500000,24419219,24419219,1999,2919219,13.577762790697676,1990
3123,1999-09-07,American Pie,12000000,234723148,101800948,1999,222723148,1856.0262333333335,1990
2793,1999-09-15,American Beauty,15000000,356258047,130058047,1999,341258047,2275.0536466666667,1990
1071,1999-09-17,For Love of the Game,50000000,46112640,35188640,1999,-3887360,-7.77472,1990
1492,1999-09-17,Blue Streak,36000000,117448157,68208190,1999,81448157,226.24488055555557,1990
3218,1999-09-17,Breakfast of Champions,12000000,178287,178287,1999,-11821713,-98.514275,1990
4293,1999-09-17,Taxman,3500000,9871,9871,1999,-3490129,-99.71797142857143,1990
5197,1999-09-17,Sugar Town,250000,178095,178095,1999,-71905,-28.762,1990
1286,1999-09-24,Double Jeopardy,40000000,177835231,116735231,1999,137835231,344.5880775,1990
1879,1999-09-24,Mumford,28700000,4559569,4559569,1999,-24140431,-84.113,1990
2645,1999-09-24,One Man's Hero,18000000,229311,229311,1999,-17770689,-98.72605,1990
2910,1999-09-24,Jakob the Liar,15000000,4956401,4956401,1999,-10043599,-66.95732666666667,1990
1511,1999-10-06,Austin Powers: The Spy Who Shagged Me,35000000,310332636,206040085,1999,275332636,786.6646742857143,1990
1670,1999-10-09,Stigmata,32000000,89441732,50041732,1999,57441732,179.5054125,1990
3163,1999-10-09,A Stir of Echoes,12000000,21133087,21133087,1999,9133087,76.10905833333334,1990
4202,1999-10-09,Love Stinks,4000000,2793776,2793776,1999,-1206224,-30.1556,1990
1725,1999-10-11,Pokemon: The First Movie,30000000,163644662,85744662,1999,133644662,445.4822066666667,1990
3073,1999-10-11,Light It Up,13000000,5871603,5871603,1999,-7128397,-54.833823076923075,1990
778,1999-10-12,The Green Mile,60000000,290701374,136801374,1999,230701374,384.50229,1990
2572,1999-10-12,Deuce Bigalow: Male Gigolo,18000000,92935067,65535067,1999,74935067,416.3059277777778,1990
3233,1999-10-12,Diamonds,11900000,81897,81897,1999,-11818103,-99.31178991596639,1990
740,1999-10-15,Fight Club,65000000,100851897,37030102,1999,35851897,55.15676461538461,1990
1082,1999-10-15,The Story of Us,50000000,27100030,27100030,1999,-22899970,-45.79994,1990
3406,1999-10-15,The Straight Story,10000000,6197866,6197866,1999,-3802134,-38.021339999999995,1990
3706,1999-10-15,The Omega Code,7200000,12678312,12610552,1999,5478312,76.08766666666666,1990
1683,1999-10-22,Bringing Out The Dead,32000000,16640210,16640210,1999,-15359790,-47.99934375,1990
2302,1999-10-22,Molly,21000000,17396,17396,1999,-20982604,-99.91716190476191,1990
2450,1999-10-22,Three to Tango,20000000,10570375,10570375,1999,-9429625,-47.148125,1990
2920,1999-10-22,Crazy in Alabama,15000000,1954202,1954202,1999,-13045798,-86.97198666666667,1990
3518,1999-10-22,The Best Man,9000000,34572780,34102780,1999,25572780,284.142,1990
3810,1999-10-22,Bats,6500000,10155691,10155691,1999,3655691,56.2414,1990
5056,1999-10-22,Beyond the Mat,500000,2047570,2047570,1999,1547570,309.51399999999995,1990
2487,1999-10-29,Mononoke-hime,20000000,150350000,2374107,1999,130350000,651.75,1990
2538,1999-10-29,House on Haunted Hill,19000000,65090541,40846082,1999,46090541,242.58179473684208,1990
3058,1999-10-29,Being John Malkovich,13000000,32382381,22858926,1999,19382381,149.09523846153846,1990
4320,1999-10-29,Dreaming of Joseph Lees,3250000,7680,7680,1999,-3242320,-99.76369230769231,1990
3388,1999-11-06,Le Violon rouge,10000000,10019109,10019109,1999,19109,0.19109,1990
202,1999-11-19,The World is Not Enough,135000000,361730660,126930660,1999,226730660,167.94863703703703,1990
396,1999-11-19,Toy Story 2,90000000,511358276,245852179,1999,421358276,468.17586222222224,1990
646,1999-11-19,Sleepy Hollow,70000000,207068340,101068340,1999,137068340,195.8119142857143,1990
348,1999-11-24,End of Days,100000000,212026975,66889043,1999,112026975,112.02697500000001,1990
1626,1999-11-24,Ride With the Devil,35000000,630779,630779,1999,-34369221,-98.19777428571429,1990
1960,1999-11-24,Flawless,27000000,4485485,4485485,1999,-22514515,-83.3870925925926,1990
5156,1999-11-24,Tumbleweeds,312000,1788168,1350248,1999,1476168,473.1307692307692,1990
844,1999-12-02,My Favorite Martian,60000000,36850101,36850101,1999,-23149899,-38.583165,1990
1575,1999-12-02,Blast from the Past,35000000,26613620,26613620,1999,-8386380,-23.961085714285716,1990
1756,1999-12-02,Message in a Bottle,30000000,52880016,52880016,1999,22880016,76.26671999999999,1990
4124,1999-12-02,Tango,4500000,5428387,1687311,1999,928387,20.63082222222222,1990
1405,1999-12-03,The Deep End of the Ocean,40000000,13508635,13508635,1999,-26491365,-66.2284125,1990
1831,1999-12-03,Wing Commander,30000000,11578022,11578022,1999,-18421978,-61.40659333333333,1990
2296,1999-12-03,The Rage: Carrie 2,21000000,17760244,17760244,1999,-3239756,-15.427409523809525,1990
3051,1999-12-03,Baby Geniuses,13000000,27151490,27151490,1999,14151490,108.85761538461539,1990
3375,1999-12-03,The Corruptor,10000000,15164492,15164492,1999,5164492,51.644920000000006,1990
4360,1999-12-05,Trippin',3000000,9017070,9017070,1999,6017070,200.569,1990
1103,1999-12-11,The Messenger: The Story of Joan of Arc,50000000,14271297,14271297,1999,-35728703,-71.457406,1990
2210,1999-12-11,Anywhere But Here,23000000,18653615,18653615,1999,-4346385,-18.89732608695652,1990
2924,1999-12-11,Felicia's Journey,15000000,1970268,824295,1999,-13029732,-86.86488,1990
3337,1999-12-11,Dogma,10000000,43948865,30651422,1999,33948865,339.48865,1990
313,1999-12-17,Stuart Little,105000000,298815224,140015224,1999,193815224,184.58592761904762,1990
425,1999-12-17,Bicentennial Man,90000000,87420776,58220776,1999,-2579224,-2.865804444444444,1990
604,1999-12-17,Anna and the King,75000000,39251128,39251128,1999,-35748872,-47.66516266666667,1990
1487,1999-12-17,Magnolia,37000000,48446802,22450975,1999,11446802,30.937302702702702,1990
2472,1999-12-17,Topsy Turvy,20000000,6201757,6201757,1999,-13798243,-68.991215,1990
2180,1999-12-21,"Girl, Interrupted",24000000,28871190,28871190,1999,4871190,20.296625,1990
803,1999-12-22,Any Given Sunday,60000000,100230832,75530832,1999,40230832,67.05138666666667,1990
994,1999-12-22,Man on the Moon,52000000,47407635,34580635,1999,-4592365,-8.831471153846154,1990
1175,1999-12-24,Galaxy Quest,45000000,90523726,71423726,1999,45523726,101.16383555555555,1990
1306,1999-12-24,The Talented Mr. Ripley,40000000,128792135,81292135,1999,88792135,221.98033750000002,1990
1500,1999-12-24,Snow Falling on Cedars,36000000,14378353,14378353,1999,-21621647,-60.06013055555556,1990
2114,1999-12-24,Angela's Ashes,25000000,13038660,13038660,1999,-11961340,-47.84536,1990
2189,1999-12-24,Play it to the Bone,24000000,8427204,8427204,1999,-15572796,-64.88665,1990
5354,1999-12-24,Pink Narcissus,27000,8231,8231,1999,-18769,-69.51481481481481,1990
1455,1999-12-29,The Hurricane,38000000,73956241,50699241,1999,35956241,94.62168684210526,1990
528,2000-01-01,Fantasia 2000 (IMAX),80000000,60507228,60507228,2000,-19492772,-24.365965,2000
4186,2000-01-03,3 Strikes,4000000,9821335,9821335,2000,5821335,145.533375,2000
2879,2000-01-09,Highlander: Endgame,15000000,12801190,12801190,2000,-2198810,-14.658733333333332,2000
4375,2000-01-09,Whipped,3000000,4142507,4142507,2000,1142507,38.08356666666667,2000
4880,2000-01-12,Panic,1000000,1425707,779137,2000,425707,42.5707,2000
868,2000-01-14,Supernova,60000000,14816494,14218868,2000,-45183506,-75.30584333333333,2000
5358,2000-01-14,The Terrorist,25000,195043,195043,2000,170043,680.172,2000
3522,2000-01-21,Down to You,9000000,20035310,20035310,2000,11035310,122.61455555555555,2000
3777,2000-01-21,The Boondock Saints,7000000,411874,30471,2000,-6588126,-94.11608571428572,2000
1503,2000-01-28,Isn't She Great,36000000,2954405,2954405,2000,-33045595,-91.79331944444445,2000
2869,2000-01-28,Eye of the Beholder,15000000,18260865,16500786,2000,3260865,21.7391,2000
4219,2000-01-28,The Big Tease,4000000,185577,185577,2000,-3814423,-95.360575,2000
1644,2000-02-06,Big Momma's House,33000000,173559438,117559438,2000,140559438,425.93769090909086,2000
1361,2000-02-18,Hanging Up,40000000,51867723,36037909,2000,11867723,29.6693075,2000
2169,2000-02-18,The Whole Nine Yards,24000000,85527867,57262492,2000,61527867,256.3661125,2000
2204,2000-02-18,Pitch Black,23000000,53182088,39235088,2000,30182088,131.2264695652174,2000
3525,2000-02-18,Boiler Room,9000000,28773637,16963963,2000,19773637,219.70707777777778,2000
